id,cpu_pct_avg,rf_prob,rf_label,cnn_prob,cnn_label,final_prob,final_label,true_label,final_label_str,rf_label_str,cnn_label_str
191,8.25,0.84,1,0.9339503049850464,1,0.4045195082431453,0,1,legitimate,phishing,phishing
194,12.5,0.94,1,0.9072678685188293,1,0.7687345246021404,1,1,phishing,phishing,phishing
219,3.3499999999999996,0.745,1,0.659720242023468,1,0.746532247351654,1,1,phishing,phishing,phishing
220,15.850000000000001,0.74,1,0.5700493454933167,1,0.7138254274015702,1,1,phishing,phishing,phishing
223,2.35,0.745,1,0.5663880705833435,1,0.588288826473498,1,1,phishing,phishing,phishing
224,3.95,0.745,1,0.671363115310669,1,0.5056073167874269,1,1,phishing,phishing,phishing
238,6.25,0.77,1,0.8797035813331604,1,0.5078491990214389,1,1,phishing,phishing,phishing
240,22.4,0.69,1,0.763271152973175,1,0.4104789801721124,0,1,legitimate,phishing,phishing
242,0.85,0.69,1,0.7392972707748413,1,0.7008479139731232,1,1,phishing,phishing,phishing
243,3.95,0.745,1,0.9033093452453613,1,0.27072537894778687,0,1,legitimate,phishing,phishing
244,2.8,0.93,1,0.9555551409721375,1,0.6898872410619136,1,1,phishing,phishing,phishing
249,6.25,0.745,1,0.7533193230628967,1,0.7553194906221279,1,1,phishing,phishing,phishing
256,2.6,0.745,1,0.6395927667617798,1,0.6981165220609988,1,1,phishing,phishing,phishing
262,8.75,0.745,1,0.6566160917282104,1,0.5004249272527962,1,1,phishing,phishing,phishing
264,4.5,0.745,1,0.6566160917282104,1,0.9067825000117563,1,1,phishing,phishing,phishing
268,8.600000000000001,0.745,1,0.7009769082069397,1,0.397051681745403,0,1,legitimate,phishing,phishing
270,4.6,0.93,1,0.9631212949752808,1,0.7119479657942196,1,1,phishing,phishing,phishing
272,8.2,0.745,1,0.8274609446525574,1,0.6747882561635816,1,1,phishing,phishing,phishing
273,3.9,0.69,1,0.9544134140014648,1,0.4084677002212969,0,1,legitimate,phishing,phishing
277,13.45,0.745,1,0.7815613150596619,1,0.40816371886829567,0,1,legitimate,phishing,phishing
279,4.1,0.84,1,0.9333345293998718,1,0.44927408067414343,0,1,legitimate,phishing,phishing
284,4.85,0.94,1,0.7240927219390869,1,0.49004321624816083,0,1,legitimate,phishing,phishing
287,5.9,0.94,1,0.9668470621109009,1,0.5217118176571702,1,1,phishing,phishing,phishing
295,3.4000000000000004,0.745,1,0.715368390083313,1,0.8416665848968823,1,1,phishing,phishing,phishing
296,4.4,0.54,1,0.8335056304931641,1,0.4920156615603905,0,1,legitimate,phishing,phishing
297,19.4,0.745,1,0.60897296667099,1,0.5655001301467506,1,1,phishing,phishing,phishing
298,3.45,0.745,1,0.5329691171646118,1,0.6182116292087174,1,1,phishing,phishing,phishing
305,5.55,0.94,1,0.9236844778060913,1,0.5936367901449527,1,1,phishing,phishing,phishing
307,23.049999999999997,0.94,1,0.9236844778060913,1,0.4834262682568819,0,1,legitimate,phishing,phishing
310,5.95,0.94,1,0.9236844778060913,1,0.8572398332595761,1,1,phishing,phishing,phishing
312,5.35,0.94,1,0.9236844778060913,1,0.7682253345278025,1,1,phishing,phishing,phishing
320,7.75,0.745,1,0.6666865348815918,1,0.8443299101164192,1,1,phishing,phishing,phishing
322,11.3,0.745,1,0.06784093379974365,0,0.5519791196033044,1,1,phishing,phishing,legitimate
325,4.25,0.94,1,0.7535346150398254,1,0.76340048984996,1,1,phishing,phishing,phishing
339,4.949999999999999,0.745,1,0.7539907097816467,1,0.30879367990153583,0,1,legitimate,phishing,phishing
340,8.4,0.745,1,0.8435766100883484,1,0.4905276610575344,0,1,legitimate,phishing,phishing
344,2.25,0.745,1,0.8082378506660461,1,0.7595865814567744,1,1,phishing,phishing,phishing
359,4.6,0.745,1,0.5391217470169067,1,0.4141456315055872,0,1,legitimate,phishing,phishing
365,7.75,0.745,1,0.6441423892974854,1,0.6887525282063529,1,1,phishing,phishing,phishing
366,7.0,0.94,1,0.918753445148468,1,0.3808469586444461,0,1,legitimate,phishing,phishing
371,0.85,0.94,1,0.04024422913789749,0,0.9184433129971126,1,1,phishing,phishing,legitimate
375,7.75,0.745,1,0.8296775221824646,1,0.3477544652040484,0,1,legitimate,phishing,phishing
380,7.25,0.48,0,0.21527037024497986,0,0.5108857318007503,1,1,phishing,legitimate,legitimate
387,4.45,0.745,1,0.6483216285705566,1,0.7118904693885388,1,1,phishing,phishing,phishing
390,8.25,0.94,1,0.7327115535736084,1,0.7579044468412756,1,1,phishing,phishing,phishing
404,8.9,0.745,1,0.37907013297080994,0,0.7398968167408052,1,1,phishing,phishing,legitimate
406,8.05,0.745,1,0.37907013297080994,0,0.7795556399507266,1,1,phishing,phishing,legitimate
419,4.85,0.745,1,0.13521212339401245,0,0.36424930859544635,0,1,legitimate,phishing,legitimate
421,8.9,0.48,0,0.21527037024497986,0,0.7364057040669283,1,1,phishing,legitimate,legitimate
422,7.1,0.48,0,0.21527037024497986,0,0.9315477889702632,1,1,phishing,legitimate,legitimate
423,5.45,0.745,1,0.422559916973114,0,0.4240236676536713,0,1,legitimate,phishing,legitimate
430,7.6000000000000005,0.745,1,0.6991451978683472,1,0.5250883990392547,1,1,phishing,phishing,phishing
441,4.6,0.82,1,0.2964783310890198,0,0.8169388441546632,1,1,phishing,phishing,legitimate
443,8.9,0.91,1,0.9839964509010315,1,0.3948796385243408,0,1,legitimate,phishing,phishing
452,13.0,0.745,1,0.6737415790557861,1,0.5349651560229676,1,1,phishing,phishing,phishing
464,5.25,0.84,1,0.9333345293998718,1,0.9427660219370013,1,1,phishing,phishing,phishing
470,4.0,0.745,1,0.08920416980981827,0,0.7130559998411372,1,1,phishing,phishing,legitimate
479,4.45,0.94,1,0.7690938115119934,1,0.45199257236992324,0,1,legitimate,phishing,phishing
480,10.15,0.745,1,0.7677562832832336,1,0.4732472407404088,0,1,legitimate,phishing,phishing
489,3.75,0.745,1,0.12692832946777344,0,0.6401909329563866,1,1,phishing,phishing,legitimate
490,7.45,0.745,1,0.33325135707855225,0,0.7731984609768985,1,1,phishing,phishing,legitimate
492,8.15,0.94,1,0.8546110987663269,1,0.3784488662921219,0,1,legitimate,phishing,phishing
494,1.8,0.69,1,0.7485482692718506,1,0.6590256656757072,1,1,phishing,phishing,phishing
498,5.5,0.745,1,0.7108632922172546,1,0.6923600666401402,1,1,phishing,phishing,phishing
501,10.0,0.745,1,0.6623708605766296,1,0.5838317399033325,1,1,phishing,phishing,phishing
505,5.5,0.745,1,0.8042498826980591,1,0.3683375786583416,0,1,legitimate,phishing,phishing
506,5.0,0.94,1,0.46614405512809753,0,0.7015408186114436,1,1,phishing,phishing,legitimate
507,10.299999999999999,0.745,1,0.6788713932037354,1,0.7035890722348401,1,1,phishing,phishing,phishing
519,16.15,0.745,1,0.8339933156967163,1,0.408668721769123,0,1,legitimate,phishing,phishing
521,3.25,0.745,1,0.8698528409004211,1,0.40305472515216373,0,1,legitimate,phishing,phishing
526,8.6,0.745,1,0.08920416980981827,0,0.6722018409470865,1,1,phishing,phishing,legitimate
527,18.95,0.745,1,0.08920416980981827,0,0.40774382166479456,0,1,legitimate,phishing,legitimate
529,4.55,0.94,1,0.7601519227027893,1,0.5318501222470455,1,1,phishing,phishing,phishing
536,9.5,0.745,1,0.6606802940368652,1,0.4125298056505273,0,1,legitimate,phishing,phishing
553,12.5,0.745,1,0.7628260850906372,1,0.8872186854749842,1,1,phishing,phishing,phishing
556,8.05,0.745,1,0.7628260850906372,1,0.48947030669782254,0,1,legitimate,phishing,phishing
558,4.15,0.84,1,0.934011697769165,1,0.697943446321363,1,1,phishing,phishing,phishing
584,21.549999999999997,0.94,1,0.8968477249145508,1,0.7110568757202643,1,1,phishing,phishing,phishing
588,13.700000000000001,0.94,1,0.8369997143745422,1,0.7060162483122465,1,1,phishing,phishing,phishing
589,6.6,0.745,1,0.3727833032608032,0,0.3856517696805226,0,1,legitimate,phishing,legitimate
598,4.65,0.745,1,0.7788928151130676,1,0.8058734509644381,1,1,phishing,phishing,phishing
599,2.1,0.745,1,0.7925117611885071,1,0.7093877529790703,1,1,phishing,phishing,phishing
600,54.55,0.745,1,0.40812042355537415,0,0.6693472084222678,1,1,phishing,phishing,legitimate
607,11.4,0.54,1,0.7513930797576904,1,0.6597819324845551,1,1,phishing,phishing,phishing
609,4.15,0.745,1,0.663794994354248,1,0.775663035027135,1,1,phishing,phishing,phishing
614,8.85,0.745,1,0.8026944398880005,1,0.45830501462705836,0,1,legitimate,phishing,phishing
615,10.65,0.745,1,0.4748935103416443,0,0.6803141639547092,1,1,phishing,phishing,legitimate
626,2.55,0.745,1,0.7968857288360596,1,0.8220875247876894,1,1,phishing,phishing,phishing
627,8.35,0.745,1,0.8091980218887329,1,0.45571983418593065,0,1,legitimate,phishing,phishing
640,5.9,0.745,1,0.8085675835609436,1,0.5968198696480475,1,1,phishing,phishing,phishing
643,15.0,0.84,1,0.6906332969665527,1,0.38887326839108977,0,1,legitimate,phishing,phishing
648,11.4,0.54,1,0.908702552318573,1,0.80326818651807,1,1,phishing,phishing,phishing
652,5.3,0.745,1,0.7498995065689087,1,0.7891689139236322,1,1,phishing,phishing,phishing
656,22.2,0.745,1,0.8400112986564636,1,0.7128848207441623,1,1,phishing,phishing,phishing
657,7.949999999999999,0.94,1,0.9480295181274414,1,0.6950318741380013,1,1,phishing,phishing,phishing
662,6.85,0.41,0,0.6821900010108948,1,0.39219741773671835,0,1,legitimate,legitimate,phishing
672,1.65,0.84,1,0.9212884902954102,1,0.39416960809660534,0,1,legitimate,phishing,phishing
677,5.3999999999999995,0.48,0,0.525618314743042,1,0.9289225465590462,1,1,phishing,legitimate,phishing
680,4.05,0.84,1,0.8619074821472168,1,0.3980782117008176,0,1,legitimate,phishing,phishing
681,10.1,0.745,1,0.3445456624031067,0,0.8076806722709078,1,1,phishing,phishing,legitimate
684,7.8,0.745,1,0.8141736388206482,1,0.7001060287095595,1,1,phishing,phishing,phishing
691,5.25,0.69,1,0.33335480093955994,0,0.3751564898998173,0,1,legitimate,phishing,legitimate
692,9.8,0.69,1,0.8603386282920837,1,0.5297022399476221,1,1,phishing,phishing,phishing
698,6.55,0.745,1,0.758689820766449,1,0.7653829694908869,1,1,phishing,phishing,phishing
709,20.45,0.745,1,0.6562421917915344,1,0.5154775964292034,1,1,phishing,phishing,phishing
717,5.0,0.745,1,0.7753658294677734,1,0.8866251651383867,1,1,phishing,phishing,phishing
722,20.95,0.745,1,0.19604700803756714,0,0.7349748445252461,1,1,phishing,phishing,legitimate
725,4.55,0.795,1,0.48721152544021606,0,0.7662626853406216,1,1,phishing,phishing,legitimate
729,1.8,0.745,1,0.8022135496139526,1,0.724972343885441,1,1,phishing,phishing,phishing
731,7.95,0.745,1,0.6245085597038269,1,0.4906017809777463,0,1,legitimate,phishing,phishing
732,5.7,0.745,1,0.8655750751495361,1,0.4926897103963627,0,1,legitimate,phishing,phishing
746,5.35,0.48,0,0.23781466484069824,0,0.7138516000274601,1,1,phishing,legitimate,legitimate
755,2.9000000000000004,0.64,1,0.9540002346038818,1,0.4971275709154631,0,1,legitimate,phishing,phishing
757,2.75,0.745,1,0.7252172827720642,1,0.8104109029402451,1,1,phishing,phishing,phishing
770,11.05,0.94,1,0.7753474712371826,1,0.5070061090737012,1,1,phishing,phishing,phishing
778,5.15,0.795,1,0.9228607416152954,1,0.71091535297754,1,1,phishing,phishing,phishing
783,12.45,0.94,1,0.8297512531280518,1,0.78420600045597,1,1,phishing,phishing,phishing
784,9.399999999999999,0.535,1,0.8075577020645142,1,0.6383880513296711,1,1,phishing,phishing,phishing
790,5.15,0.94,1,0.7785059809684753,1,0.5780661694662576,1,1,phishing,phishing,phishing
797,2.5,0.48,0,0.6212741732597351,1,0.7776878851420566,1,1,phishing,legitimate,phishing
807,7.4,0.94,1,0.8906676173210144,1,0.7146263554894429,1,1,phishing,phishing,phishing
808,3.8,0.745,1,0.8254567384719849,1,0.7018334220182922,1,1,phishing,phishing,phishing
813,6.45,0.745,1,0.7782748937606812,1,0.8076395613525961,1,1,phishing,phishing,phishing
816,11.35,0.745,1,0.8234827518463135,1,0.7873006231567528,1,1,phishing,phishing,phishing
817,3.9,0.82,1,0.07988514006137848,0,0.7485478372997363,1,1,phishing,phishing,legitimate
829,6.65,0.94,1,0.7647374272346497,1,0.5347764094069084,1,1,phishing,phishing,phishing
838,7.1,0.745,1,0.37907013297080994,0,0.71091535297754,1,1,phishing,phishing,legitimate
840,5.15,0.74,1,0.216509610414505,0,0.7485178831909248,1,1,phishing,phishing,legitimate
843,3.65,0.69,1,0.7084061503410339,1,0.809533003393331,1,1,phishing,phishing,phishing
844,6.5,0.69,1,0.7938992977142334,1,0.8588727386099599,1,1,phishing,phishing,phishing
849,5.449999999999999,0.745,1,0.6644254922866821,1,0.6777804201538332,1,1,phishing,phishing,phishing
851,2.65,0.745,1,0.7917712926864624,1,0.9652111454467551,1,1,phishing,phishing,phishing
857,5.8,0.745,1,0.7868057489395142,1,0.694616655403036,1,1,phishing,phishing,phishing
861,8.35,0.74,1,0.797626256942749,1,0.48107309408513443,0,1,legitimate,phishing,phishing
864,5.6,0.69,1,0.15961183607578278,0,0.42255103432735586,0,1,legitimate,phishing,legitimate
870,10.3,0.94,1,0.8343421220779419,1,0.6597819324845551,1,1,phishing,phishing,phishing
875,6.6,0.745,1,0.5971214175224304,1,0.5049360726131611,1,1,phishing,phishing,phishing
882,2.1,0.94,1,0.9289438128471375,1,0.41280232525520916,0,1,legitimate,phishing,phishing
886,6.15,0.745,1,0.6499290466308594,1,0.38986313667960776,0,1,legitimate,phishing,phishing
888,7.9,0.48,0,0.27671441435813904,0,0.37762143931682585,0,1,legitimate,legitimate,legitimate
889,5.300000000000001,0.745,1,0.6044498682022095,1,0.4077204826094038,0,1,legitimate,phishing,phishing
890,11.95,0.69,1,0.8770567774772644,1,0.6974563406489048,1,1,phishing,phishing,phishing
896,9.5,0.795,1,0.7519930601119995,1,0.7085091685966665,1,1,phishing,phishing,phishing
901,5.75,0.74,1,0.7031102776527405,1,0.40608491562696625,0,1,legitimate,phishing,phishing
903,4.2,0.745,1,0.8709093332290649,1,0.7085091685966665,1,1,phishing,phishing,phishing
904,7.199999999999999,0.745,1,0.2239166647195816,0,0.21713422658880724,0,1,legitimate,phishing,legitimate
907,4.1,0.745,1,0.37907013297080994,0,0.5445635273801076,1,1,phishing,phishing,legitimate
911,4.949999999999999,0.94,1,0.9259609580039978,1,0.40529636105793704,0,1,legitimate,phishing,phishing
912,4.85,0.69,1,0.4095502197742462,0,0.7862483883145197,1,1,phishing,phishing,legitimate
915,8.95,0.745,1,0.812735378742218,1,0.6110169559818688,1,1,phishing,phishing,phishing
919,5.9,0.745,1,0.6317054629325867,1,0.4892757087098559,0,1,legitimate,phishing,phishing
920,18.95,0.745,1,0.798052191734314,1,0.41550997149815794,0,1,legitimate,phishing,phishing
922,6.35,0.745,1,0.6780308485031128,1,0.48213410088450914,0,1,legitimate,phishing,phishing
923,5.55,0.745,1,0.738602340221405,1,0.7357524305606437,1,1,phishing,phishing,phishing
924,3.5,0.795,1,0.784756064414978,1,0.9236486880035931,1,1,phishing,phishing,phishing
925,3.6999999999999997,0.745,1,0.904981255531311,1,0.49178825846369334,0,1,legitimate,phishing,phishing
926,5.55,0.745,1,0.7578751444816589,1,0.5084294779971558,1,1,phishing,phishing,phishing
929,3.3,0.745,1,0.6128595471382141,1,0.4069478195098146,0,1,legitimate,phishing,phishing
931,8.2,0.64,1,0.7318950891494751,1,0.8081150961750414,1,1,phishing,phishing,phishing
935,5.449999999999999,0.745,1,0.868516743183136,1,0.4965073704970137,0,1,legitimate,phishing,phishing
941,7.8,0.745,1,0.7655131220817566,1,0.7695230977808296,1,1,phishing,phishing,phishing
946,6.550000000000001,0.745,1,0.5992722511291504,1,0.5091004232366209,1,1,phishing,phishing,phishing
949,1.4,0.94,1,0.9381083846092224,1,0.7766657532859154,1,1,phishing,phishing,phishing
953,5.95,0.94,1,0.8747109174728394,1,0.7566984217684154,1,1,phishing,phishing,phishing
961,13.75,0.745,1,0.6449734568595886,1,0.7289656215311098,1,1,phishing,phishing,phishing
969,7.9,0.745,1,0.7793221473693848,1,0.4046810214826919,0,1,legitimate,phishing,phishing
972,7.4,0.745,1,0.6683019995689392,1,0.785846352569763,1,1,phishing,phishing,phishing
974,5.75,0.745,1,0.7520421743392944,1,0.9452009968234193,1,1,phishing,phishing,phishing
977,0.9,0.745,1,0.7428973913192749,1,0.670610849002633,1,1,phishing,phishing,phishing
978,5.75,0.745,1,0.7889232635498047,1,0.7772843681613287,1,1,phishing,phishing,phishing
983,2.3,0.745,1,0.7656576037406921,1,0.9493276963826722,1,1,phishing,phishing,phishing
985,7.6,0.745,1,0.7438107132911682,1,0.7197426909906438,1,1,phishing,phishing,phishing
998,10.5,0.745,1,0.8042075037956238,1,0.3756180541321633,0,1,legitimate,phishing,phishing
1001,6.35,0.745,1,0.37907013297080994,0,0.5681087879913578,1,1,phishing,phishing,legitimate
1003,23.85,0.745,1,0.37907013297080994,0,0.6836870382925124,1,1,phishing,phishing,legitimate
1008,3.7,0.745,1,0.34112441539764404,0,0.8041496604858904,1,1,phishing,phishing,legitimate
1012,7.15,0.69,1,0.2738931179046631,0,0.4218636695106509,0,1,legitimate,phishing,legitimate
1015,5.449999999999999,0.69,1,0.47582995891571045,0,0.569664004725337,1,1,phishing,phishing,legitimate
1016,4.1499999999999995,0.745,1,0.7640224099159241,1,0.7968585842295837,1,1,phishing,phishing,phishing
1019,0.85,0.69,1,0.4867570102214813,0,0.7196423307249182,1,1,phishing,phishing,legitimate
1028,5.0,0.745,1,0.8307158350944519,1,0.7723243131374498,1,1,phishing,phishing,phishing
1029,9.2,0.69,1,0.21615034341812134,0,0.8009331357017595,1,1,phishing,phishing,legitimate
1032,6.35,0.745,1,0.6746850609779358,1,0.735174965365526,1,1,phishing,phishing,phishing
1048,3.4,0.745,1,0.6825944781303406,1,0.7484535370641695,1,1,phishing,phishing,phishing
1049,3.4,0.74,1,0.12249727547168732,0,0.6846047476241988,1,1,phishing,phishing,legitimate
1051,51.5,0.745,1,0.6669354438781738,1,0.41330073687149216,0,1,legitimate,phishing,phishing
1058,7.35,0.745,1,0.8668567538261414,1,0.4353314851633948,0,1,legitimate,phishing,phishing
1073,3.55,0.745,1,0.21349820494651794,0,0.485001785833312,0,1,legitimate,phishing,legitimate
1077,6.199999999999999,0.745,1,0.6605865359306335,1,0.694616655403036,1,1,phishing,phishing,phishing
1079,12.75,0.77,1,0.7375955581665039,1,0.6444609148261448,1,1,phishing,phishing,phishing
1083,6.5,0.745,1,0.649778425693512,1,0.8524477118079599,1,1,phishing,phishing,phishing
1086,10.15,0.745,1,0.37907013297080994,0,0.4830683300555408,0,1,legitimate,phishing,legitimate
1089,6.0,0.745,1,0.767418384552002,1,0.7474475448713982,1,1,phishing,phishing,phishing
1094,13.5,0.54,1,0.34650537371635437,0,0.9331529838072643,1,1,phishing,phishing,legitimate
1096,8.45,0.745,1,0.08920416980981827,0,0.676923037262332,1,1,phishing,phishing,legitimate
1098,14.7,0.745,1,0.08920416980981827,0,0.801770929075518,1,1,phishing,phishing,legitimate
1106,5.550000000000001,0.745,1,0.9055403470993042,1,0.7552473446920582,1,1,phishing,phishing,phishing
1119,2.5,0.745,1,0.6731905937194824,1,0.7621455437027687,1,1,phishing,phishing,phishing
1124,2.75,0.745,1,0.7797471880912781,1,0.8015382338862921,1,1,phishing,phishing,phishing
1131,0.9,0.69,1,0.5110392570495605,1,0.4616512625374471,0,1,legitimate,phishing,phishing
1141,7.949999999999999,0.745,1,0.6666865348815918,1,0.26000933746175714,0,1,legitimate,phishing,phishing
1151,3.5,0.77,1,0.8840273022651672,1,0.3869409787535522,0,1,legitimate,phishing,phishing
1158,11.35,0.745,1,0.6508639454841614,1,0.675756375342403,1,1,phishing,phishing,phishing
1161,3.75,0.64,1,0.40397414565086365,0,0.5529642584570822,1,1,phishing,phishing,legitimate
1164,2.95,0.745,1,0.6807117462158203,1,0.8601353772610417,1,1,phishing,phishing,phishing
1170,11.15,0.48,0,0.039621707051992416,0,0.6038272850316407,1,1,phishing,legitimate,legitimate
1181,5.8500000000000005,0.64,1,0.3163782060146332,0,0.6805227112490583,1,1,phishing,phishing,legitimate
1182,3.5,0.64,1,0.23380085825920105,0,0.5018462884239905,1,1,phishing,phishing,legitimate
1184,13.45,0.745,1,0.8076639771461487,1,0.6057222136706365,1,1,phishing,phishing,phishing
1186,14.95,0.48,0,0.5317808389663696,1,0.7474475448713982,1,1,phishing,legitimate,phishing
1187,6.15,0.745,1,0.37907013297080994,0,0.4173977093597863,0,1,legitimate,phishing,legitimate
1191,19.15,0.745,1,0.666396975517273,1,0.9439022282863259,1,1,phishing,phishing,phishing
1192,7.6499999999999995,0.745,1,0.6719628572463989,1,0.6490685223114874,1,1,phishing,phishing,phishing
1209,13.95,0.745,1,0.6767066121101379,1,0.6266466639715704,1,1,phishing,phishing,phishing
1211,14.45,0.69,1,0.6737104058265686,1,0.43200205321600493,0,1,legitimate,phishing,phishing
1216,0.95,0.745,1,0.6383589506149292,1,0.15819458714710957,0,1,legitimate,phishing,phishing
1225,3.15,0.745,1,0.8673907518386841,1,0.41837386509587526,0,1,legitimate,phishing,phishing
1231,5.75,0.94,1,0.7756978273391724,1,0.7708539117901,1,1,phishing,phishing,phishing
1232,17.35,0.745,1,0.5683332085609436,1,0.4361250457309766,0,1,legitimate,phishing,phishing
1235,11.95,0.745,1,0.6783265471458435,1,0.6983069063271421,1,1,phishing,phishing,phishing
1243,9.6,0.745,1,0.5729202032089233,1,0.40862022617528093,0,1,legitimate,phishing,phishing
1248,12.1,0.94,1,0.883848249912262,1,0.46931502456292473,0,1,legitimate,phishing,phishing
1251,0.4,0.82,1,0.17851902544498444,0,0.47077095503862204,0,1,legitimate,phishing,legitimate
1256,10.850000000000001,0.745,1,0.6342897415161133,1,0.4823253088825919,0,1,legitimate,phishing,phishing
1260,9.95,0.745,1,0.6478222608566284,1,0.7003474318535099,1,1,phishing,phishing,phishing
1262,2.4,0.745,1,0.6724129915237427,1,0.7701883707959125,1,1,phishing,phishing,phishing
1264,5.05,0.745,1,0.6470783352851868,1,0.6770477964232862,1,1,phishing,phishing,phishing
1268,5.300000000000001,0.745,1,0.37907013297080994,0,0.7810223789169792,1,1,phishing,phishing,legitimate
1269,3.0,0.48,0,0.5108097791671753,1,0.7062695183416201,1,1,phishing,legitimate,phishing
1270,11.45,0.745,1,0.8072517514228821,1,0.7391104332383774,1,1,phishing,phishing,phishing
1273,3.2,0.48,0,0.8066997528076172,1,0.6762273472526914,1,1,phishing,legitimate,phishing
1283,9.85,0.69,1,0.808928370475769,1,0.38778563425351564,0,1,legitimate,phishing,phishing
1292,7.550000000000001,0.745,1,0.7954221367835999,1,0.7307667984199963,1,1,phishing,phishing,phishing
1301,51.0,0.745,1,0.7999904155731201,1,0.6401909329563866,1,1,phishing,phishing,phishing
1305,5.6,0.745,1,0.8113514184951782,1,0.4147794728048509,0,1,legitimate,phishing,phishing
1307,5.4,0.94,1,0.7749511003494263,1,0.5888470358420945,1,1,phishing,phishing,phishing
1311,6.6,0.745,1,0.5729202032089233,1,0.6813191749236074,1,1,phishing,phishing,phishing
1312,7.5,0.745,1,0.7338315844535828,1,0.41330073687149216,0,1,legitimate,phishing,phishing
1325,5.55,0.745,1,0.6733867526054382,1,0.7473627443724967,1,1,phishing,phishing,phishing
1326,5.95,0.48,0,0.2710477113723755,0,0.5964190950110883,1,1,phishing,legitimate,legitimate
1342,6.550000000000001,0.48,0,0.3072323203086853,0,0.7450731904530687,1,1,phishing,legitimate,legitimate
1353,16.1,0.745,1,0.3848664164543152,0,0.348426148062052,0,1,legitimate,phishing,legitimate
1356,12.05,0.745,1,0.3048548102378845,0,0.1562576095207217,0,1,legitimate,phishing,legitimate
1357,4.75,0.745,1,0.2538793981075287,0,0.43090638342722254,0,1,legitimate,phishing,legitimate
1366,10.0,0.745,1,0.8275711536407471,1,0.6703471376854898,1,1,phishing,phishing,phishing
1367,2.15,0.69,1,0.13018019497394562,0,0.7780515327871,1,1,phishing,phishing,legitimate
1370,4.699999999999999,0.745,1,0.6119909286499023,1,0.4324449035742078,0,1,legitimate,phishing,phishing
1371,5.9,0.94,1,0.9178251028060913,1,0.7058171100620172,1,1,phishing,phishing,phishing
1375,10.75,0.745,1,0.7910464406013489,1,0.7125444575057693,1,1,phishing,phishing,phishing
1378,7.2,0.745,1,0.7982378602027893,1,0.3975563838504636,0,1,legitimate,phishing,phishing
1384,5.2,0.745,1,0.7813406586647034,1,0.33770940748940886,0,1,legitimate,phishing,phishing
